OBJECTID,N_SQ_IR,C_CAINSEE,N_QU,C_IR,C_TYPEIR,L_IR,M2_IP,M2_POP,M2_EMP,NOM_EPT,EPT,IRIS,IRIS_NUM,DEP,UU2010,COM,LIBCOM,LIBIRIS,TYP_IRIS,MODIF_IRIS,LAB_IRIS,SHAPE_ha,P12_RP_VOIT1P,TX12_RP_VOIT1P,C12_MEN,C12_MENPSEUL,TX12_MENPSEUL,C12_NE24F1,C12_NE24F2,C12_NE24F3,C12_NE24F4P,C12_NE24F,TX12_NE24F,SHAPE_Length,SHAPE_Area
757,750004075,75117,68,751176805,H,Epinettes 5,20736.21563841,20214.39434493,20736.21563841,Paris,T1,751176805,751176805,75,00851,75117,Paris 17e Arrondissement,Epinettes 5,H,00,1,2.95293900922,303.198762859348,,1323.44037887012,849.995120450229,64.2261739947746,114.406361439479,68.089238063939,8.72349278659068,0,191.219092290009,14.4486367004505,744.035293623076,29528.3724519801
758,750004058,75117,68,751176806,H,Epinettes 6,89897.40974307,69830.55996406,81577.85596483,Paris,T1,751176806,751176806,75,00851,75117,Paris 17e Arrondissement,Epinettes 6,H,00,2,12.7311499264,392.038423753834,,1538.09370619499,778.719395433953,50.6288656079601,135.284312377487,128.756658087938,50.656440061753,25.0207537023775,339.718164229556,22.0869614680349,1860.24851399484,127307.206474653
759,750004059,75117,68,751176807,H,Epinettes 7,41211.67801745,36734.59949723,41211.67801745,Paris,T1,751176807,751176807,75,00851,75117,Paris 17e Arrondissement,Epinettes 7,H,00,1,5.11993562663,380.07006540524,,1488.23338868665,824.741427962895,55.417479155653,148.112998134629,121.355931148065,19.1766263389418,3.02454069570427,291.67009631734,19.5984110109729,961.534465288219,51197.6950531374
760,750004063,75117,68,751176808,H,Epinettes 8,34638.58640284,28638.16062344,34638.58640284,Paris,T1,751176808,751176808,75,00851,75117,Paris 17e Arrondissement,Epinettes 8,H,00,1,4.50532092211,453.826324060934,,1768.49977930322,1058.23971610159,59.8382724434678,113.405830503992,112.408184977696,16.7794345929126,0,242.593450074601,13.7174713230771,1074.89208298206,45051.7655809432
761,750004028,75117,68,751176809,H,Epinettes 9,39817.28187925,24317.63525121,29100.35900892,Paris,T1,751176809,751176809,75,00851,75117,Paris 17e Arrondissement,Epinettes 9,H,00,1,6.09753228237,444.976928296652,,1244.17584865692,535.739117962485,43.0597586780688,180.757199193369,100.621406092856,41.0929832847093,6.51520987838171,328.986798449316,26.4421463255741,1256.97039665269,60973.6731313671
762,750004039,75117,68,751176810,H,Epinettes 10,39374.63933124,34511.3439342,36032.13022503,Paris,T1,751176810,751176810,75,00851,75117,Paris 17e Arrondissement,Epinettes 10,H,00,1,4.51968182448,496.088051110454,,1269.44669590407,797.747446900811,62.8421381909755,136.789827507284,92.5136214254606,12.8793738934113,0.96054305661746,243.143365882774,19.153491569775,919.91981868928,45195.5241820598
763,750004037,75117,68,751176811,H,Epinettes 11,29834.38660356,27461.58590505,29834.38660356,Paris,T1,751176811,751176811,75,00851,75117,Paris 17e Arrondissement,Epinettes 11,H,00,1,4.14367416574,383.119541665589,,1424.77229917698,779.597622054794,54.7173483443727,145.591628904481,76.1428837237977,13.0356373231117,0,234.77014995139,16.4777312197188,845.378403451716,41435.577473195
764,750004055,75117,68,751176812,H,Epinettes 12,22335.2438405,22335.2438405,22335.2438405,Paris,T1,751176812,751176812,75,00851,75117,Paris 17e Arrondissement,Epinettes 12,H,00,1,3.17720174208,325.443557115489,,1495.20179007764,926.59414106803,61.9711765473418,105.006100832939,102.494367496025,27.6350279721818,5.06871206275596,240.204208363903,16.0650027279214,841.938321089323,31771.0292493808
765,750004050,75117,68,751176813,H,Epinettes 13,49357.03098791,37425.47392307,44784.14488526,Paris,T1,751176813,751176813,75,00851,75117,Paris 17e Arrondissement,Epinettes 13,H,00,1,7.62359838938,539.159990196822,,1650.97321369613,762.59115355339,46.1904013479498,193.107759129627,217.447046470541,43.8043811828936,13.690249645615,468.049436428677,28.3499109825547,1154.32583313012,76233.726196822
766,750004031,75117,68,751176814,H,Epinettes 14,56493.99938062,46465.19517979,53565.90484952,Paris,T1,751176814,751176814,75,00851,75117,Paris 17e Arrondissement,Epinettes 14,H,00,1,8.01890092499,496.119739695374,,1678.95324660475,783.542692317277,46.6685236114699,198.092608995291,131.837145924759,48.7837860260058,38.6578590928083,417.371400038864,24.8590245668181,1313.39265129299,80186.8719869438
767,750004030,75117,68,751176815,H,Epinettes 15,40065.61279242,31010.85809834,35375.32446974,Paris,T1,751176815,751176815,75,00851,75117,Paris 17e Arrondissement,Epinettes 15,H,00,2,6.70271305146,435.720194636051,,1217.35989548759,646.328162443327,53.0926117115477,114.298955996364,75.2572088142476,49.739611039464,13.6305325212738,252.926308371349,20.7766256559688,1138.16001971439,67025.4545078233
768,750004021,75117,68,751176816,H,Epinettes 16,124933.51640257,57648.46694879,123007.97908818,Paris,T1,751176816,751176816,75,00851,75117,Paris 17e Arrondissement,Epinettes 16,H,00,1,19.0766041107,381.254157536311,,1378.03478543931,570.636637987477,41.4094509091483,236.196445389634,155.078665005063,47.5472886652774,44.4297248708565,483.252123930831,35.0682093831742,2963.18927948276,190761.375041738
769,750004865,75117,68,751176817,H,Epinettes 17,247130.24965473,58095.64557355,134888.10540417,Paris,T1,751176817,751176817,75,00851,75117,Paris 17e Arrondissement,Epinettes 17,H,00,1,32.7621648616,193.459082338933,,499.928915747143,159.93894430991,31.992337164751,81.4060494990559,58.4208119934401,33.520138029023,29.6892651114204,203.036264632939,40.6130268199234,3552.18831568988,327615.000108178
770,750003992,75118,69,751186901,H,Grandes Carrières 1,37134.39773453,31370.01409898,36159.98624184,Paris,T1,751186901,751186901,75,00851,75118,Paris 18e Arrondissement,Grandes Carrieres 1,H,00,1,4.92743301298,347.483415258623,,1603.18821632433,921.913596349041,57.5050132580651,160.119993070888,135.443347447492,34.7702179259801,15.3127517066566,345.646310151017,21.5599333023723,1196.40061834397,49271.9734556181
771,750003995,75118,69,751186902,H,Grandes Carrières 2,40972.33773048,38235.99412405,38811.94693366,Paris,T1,751186902,751186902,75,00851,75118,Paris 18e Arrondissement,Grandes Carrieres 2,H,00,1,5.09723726614,283.587972442379,,1393.9476729386,886.606727458665,63.6040179033117,117.578815586827,70.2250329138592,8.37244388697964,1.11698143829101,197.293273825957,14.1535638428981,907.376826612314,50969.9327035896
772,750003983,75118,69,751186903,H,Grandes Carrières 3,47318.08324073,36894.53537921,37948.6374699,Paris,T1,751186903,751186903,75,00851,75118,Paris 18e Arrondissement,Grandes Carrieres 3,H,00,1,6.16082930998,297.786916380008,,1223.72916100888,764.954351775138,62.5101024106092,87.1456231857726,75.0520403994253,14.7785533618659,3.62408290535959,180.600299852423,14.7581920580802,1033.67429096488,61605.4812443881
773,750004102,75118,69,751186904,H,Grandes Carrières 4,159022.83829452,31988.11111928,49384.73728112,Paris,T1,751186904,751186904,75,00851,75118,Paris 18e Arrondissement,Grandes Carrieres 4,H,00,1,18.3495341367,447.480950207548,,1764.31632723616,983.899605889186,55.7666213649164,147.21166006614,131.439935694983,41.8936040514842,21.3446509765772,341.889850789184,19.3780358721025,1900.11078824851,183487.484548408
774,750004111,75118,69,751186905,H,Grandes Carrières 5,37496.86774668,36229.04651796,37496.86774668,Paris,T1,751186905,751186905,75,00851,75118,Paris 18e Arrondissement,Grandes Carrieres 5,H,00,1,5.03427067622,350.161493154802,,1378.78234361339,744.986974486034,54.0322392389825,161.635416145859,104.535790462138,19.5179042242804,0,285.689110832277,20.7203923197601,1011.50660659864,50340.6283280731
775,750004083,75118,69,751186906,H,Grandes Carrières 6,30048.23162181,30048.23162181,30048.23162181,Paris,T1,751186906,751186906,75,00851,75118,Paris 18e Arrondissement,Grandes Carrieres 6,H,00,1,4.08033671526,426.485016520425,,1814.81992008732,1183.92790218811,65.2366600720992,176.316012585812,73.2255271812588,25.8032419231241,3.78949406317355,279.134275753369,15.3808249878555,852.140890446061,40801.8863018382
776,750004088,75118,69,751186907,H,Grandes Carrières 7,54682.91522264,41730.19600371,54682.91522264,Paris,T1,751186907,751186907,75,00851,75118,Paris 18e Arrondissement,Grandes Carrieres 7,H,00,2,7.18979087763,695.913802576439,,2013.40826636073,1036.76084677889,51.4928275651144,239.401157311686,134.951630486414,5.11836985333009,2.79407435363606,382.265232005067,18.9859770813407,1190.87506011681,71895.2323822522
777,750004127,75118,69,751186908,H,Grandes Carrières 8,29641.34228726,28192.01587236,29455.47474989,Paris,T1,751186908,751186908,75,00851,75118,Paris 18e Arrondissement,Grandes Carrieres 8,H,00,1,4.26612372979,423.997134465438,,1356.55088928919,708.084721036846,52.1974314880197,129.761683998355,95.9214516684102,23.2030543350474,10.6388285602244,259.525018562037,19.131240900076,1153.16758599275,42659.3617786112
778,750004119,75118,69,751186909,H,Grandes Carrières 9,32068.13211996,29983.33531784,29983.33531784,Paris,T1,751186909,751186909,75,00851,75118,Paris 18e Arrondissement,Grandes Carrieres 9,H,00,2,4.32187836259,340.280942484108,,1117.1157983796,596.31287610308,53.3796833746371,104.153331967584,75.3857864927126,16.080576824348,6.70206208348232,202.321757368127,18.1110819184187,1168.4116246182,43216.9418746022
779,750003999,75118,69,751186910,H,Grandes Carrières 10,33856.07285652,33856.07285652,33856.07285652,Paris,T1,751186910,751186910,75,00851,75118,Paris 18e Arrondissement,Grandes Carrieres 10,H,00,1,4.40226595219,501.435353480599,,1315.21170940913,575.807772631753,43.7806148251553,152.04833454402,110.284320771079,12.9147122318018,0,275.247367546901,20.9279894314929,854.132980403313,44020.9589563007
780,750004110,75118,69,751186911,H,Grandes Carrières 11,63528.39671903,40372.7202482,44667.71268142,Paris,T1,751186911,751186911,75,00851,75118,Paris 18e Arrondissement,Grandes Carrieres 11,H,00,1,8.98795989533,309.198226558371,,830.26321758799,410.688481235221,49.4648531375771,106.31360639757,58.1763516499744,12.7806531900174,2.86195409334352,180.132565330905,21.6958383215158,1310.32168618565,89875.9882599703
781,750004085,75118,69,751186912,H,Grandes Carrières 12,29805.2544779,29683.20573349,29683.20573349,Paris,T1,751186912,751186912,75,00851,75118,Paris 18e Arrondissement,Grandes Carrieres 12,H,00,1,4.27911621101,438.748355187832,,1521.99247524219,858.610047256209,56.4135540236215,133.991406815508,99.658430152081,24.4385635744464,4.88411353960226,262.972514081638,17.2781743904346,982.004339725942,42789.5993370804
782,750004078,75118,69,751186913,H,Grandes Carrières 13,28680.13212732,27374.96523289,28634.14999149,Paris,T1,751186913,751186913,75,00851,75118,Paris 18e Arrondissement,Grandes Carrieres 13,H,00,1,3.54039614274,353.864672210594,,1174.49367884739,679.29017840171,57.8368526485677,115.240923101582,62.0994989073346,16.3200432413519,0,193.660465250268,16.4888469591697,897.110374283103,35402.7179620229
783,750004073,75118,69,751186914,H,Grandes Carrières 14,38800.72773428,24529.08592457,31602.26756043,Paris,T1,751186914,751186914,75,00851,75118,Paris 18e Arrondissement,Grandes Carrieres 14,H,00,1,5.06650635902,368.341543008887,,1125.01413856466,577.304778536313,51.3153354030613,139.226288740226,95.9666818062915,34.4942753454564,0,269.687245891974,23.9718983652999,1041.67307972985,50663.3284170875
784,750004068,75118,69,751186915,H,Grandes Carrières 15,28275.56991354,25665.48379376,28275.56991354,Paris,T1,751186915,751186915,75,00851,75118,Paris 18e Arrondissement,Grandes Carrieres 15,H,00,1,3.60269976512,302.452506722242,,1099.32786494314,558.632605246063,50.8158323881799,108.927119301091,85.6641221574415,41.8440608968456,5.89017519188428,242.325477547262,22.0430578788063,762.790892666526,36025.7832122601
785,750004060,75118,69,751186916,H,Grandes Carrières 16,41178.85220887,38365.60409605,41171.39133866,Paris,T1,751186916,751186916,75,00851,75118,Paris 18e Arrondissement,Grandes Carrieres 16,H,00,1,5.21711436708,525.847643643736,,1488.41739612376,780.842425269831,52.4612536310955,160.024023073041,127.958908951456,46.7903292634843,15.0145983333713,349.787859621353,23.5006565048417,1123.84844336743,52169.5146504498
786,750003998,75118,69,751186917,H,Grandes Carrières 17,34984.17454662,31409.69838531,34984.17454662,Paris,T1,751186917,751186917,75,00851,75118,Paris 18e Arrondissement,Grandes Carrieres 17,H,00,1,4.61498448934,488.228238729203,,1366.74690526842,697.739571858402,51.0511177430739,154.04736615345,112.0881272647,30.3754782175724,4.75703561860636,301.268007254329,22.0427063776787,1135.37425985874,46148.38383054
787,750004062,75118,69,751186918,H,Grandes Carrières 18,52745.61877154,38036.41888249,39713.06156412,Paris,T1,751186918,751186918,75,00851,75118,Paris 18e Arrondissement,Grandes Carrieres 18,H,00,1,7.10131591763,577.540949127559,,2218.44076767035,1226.43985093993,55.2838673365999,231.567028251133,122.634528769907,20.9151543904386,3.69171771925189,378.80842913073,17.0754358038834,1096.01059408259,71010.8348382621
788,750004046,75118,69,751186919,H,Grandes Carrières 19,50551.32700897,46906.47209917,50551.32700897,Paris,T1,751186919,751186919,75,00851,75118,Paris 18e Arrondissement,Grandes Carrieres 19,H,00,1,6.90933752614,702.830307634728,,2323.66411452485,1397.44469931075,60.1397030911461,195.56210602728,99.0275478552493,43.6042511344812,19.8497927067546,358.043697723765,15.4085823112597,1093.56661037943,69091.3771029009
789,750004032,75118,69,751186920,H,Grandes Carrières 20,27479.95073297,19663.0270237,27479.95073297,Paris,T1,751186920,751186920,75,00851,75118,Paris 18e Arrondissement,Grandes Carrieres 20,H,00,1,3.7805213719,312.544330368414,,1456.49618471719,880.748103989882,60.4703337524291,135.527190359074,69.3552452246508,8.76402143280258,10.0160244946315,223.662481511159,15.3562009882359,925.438946297739,37804.2345676792
790,750004051,75118,69,751186921,H,Grandes Carrières 21,20960.51700046,20744.39452638,20960.51700046,Paris,T1,751186921,751186921,75,00851,75118,Paris 18e Arrondissement,Grandes Carrieres 21,H,00,1,2.91110212376,428.579778327899,,1201.65389857224,625.012821095439,52.0127152949825,160.434302642324,73.3072822832988,13.3502963484765,16.2646020263696,263.356483300469,21.9161676763483,872.143673946511,29110.1696801171
791,750004033,75118,69,751186922,H,Grandes Carrières 22,69711.04704396,42891.78055573,69688.08525806,Paris,T1,751186922,751186922,75,00851,75118,Paris 18e Arrondissement,Grandes Carrieres 22,H,00,1,8.09229736051,651.162153711726,,1342.66803067812,718.093658547534,53.4825915371545,147.135754172932,63.5456722383052,29.2333697251549,8.47071239889105,248.385508535283,18.4993984261199,1330.43490344177,80920.7869583608
792,750004043,75118,69,751186923,H,Grandes Carrières 23,51939.25779723,51939.48920954,51939.25779723,Paris,T1,751186923,751186923,75,00851,75118,Paris 18e Arrondissement,Grandes Carrieres 23,H,00,1,6.86633465466,621.560579710361,,2024.87837120859,1114.58524964412,55.0445530700624,208.731815560468,152.253301954767,55.1031522430019,35.1660258617176,451.254295619955,22.2855012941156,1103.36059455007,68661.340090554
793,750004027,75118,69,751186924,H,Grandes Carrières 24,49511.46297709,43233.72810768,47498.68264673,Paris,T1,751186924,751186924,75,00851,75118,Paris 18e Arrondissement,Grandes Carrieres 24,H,00,1,7.37263549423,644.873466741271,,1780.40571286552,902.715882103693,50.7028187777939,242.416150533829,112.317594195557,55.6495376464413,38.1310144720323,448.51429684786,25.1916905010369,1164.17907986737,73724.5140265537
794,750004026,75118,69,751186925,H,Grandes Carrières 25,53456.9118558,37176.57668811,44169.50893385,Paris,T1,751186925,751186925,75,00851,75118,Paris 18e Arrondissement,Grandes Carrieres 25,H,00,1,8.16101619326,428.666595258338,,1330.30331065504,515.590073501896,38.7573322093005,192.721801247162,186.573104052154,78.8903401099569,65.6958565378749,523.881101947148,39.3805756740686,1615.78794423257,81608.2129887722
795,750004862,75118,69,751186926,H,Grandes Carrières 26,100866.91959678,38308.33279593,83837.82633124,Paris,T1,751186926,751186926,75,00851,75118,Paris 18e Arrondissement,Grandes Carrieres 26,H,00,1,17.6040201654,232.657229950205,,1010.19062941991,447.901897174849,44.3383539829561,150.685653443961,96.7065039391853,34.4743996630237,31.4737366918461,313.340293738016,31.0179370717336,2001.06771255931,176037.024381283
796,750004020,75118,69,751186927,H,Grandes Carrières 27,27276.18771245,21445.83540793,22868.11071784,Paris,T1,751186927,751186927,75,00851,75118,Paris 18e Arrondissement,Grandes Carrieres 27,H,00,1,4.43089515939,225.659983862564,,950.091801215747,390.159785182937,41.0654827968923,167.663259038073,85.4133583778862,28.4711194592954,25.3076617415959,306.85539861685,32.2974472807991,905.465354678889,44308.0055093284
797,750004019,75118,69,751186928,H,Grandes Carrières 28,25426.42828551,22749.04630663,25111.57596237,Paris,T1,751186928,751186928,75,00851,75118,Paris 18e Arrondissement,Grandes Carrieres 28,H,00,1,4.56623617069,225.963045669735,,1088.10927241271,488.17755802948,44.8647548924036,178.567888669148,86.7103423786055,47.6344001340424,10.0090601826447,322.92169136444,29.6773218969462,1035.55544594283,45661.4012303136
798,750004864,75118,69,751186929,A,Grandes Carrières 29,86165.53842405,2218.92364393,71792.86763122,Paris,T1,751186929,751186929,75,00851,75118,Paris 18e Arrondissement,Grandes Carrieres 29,A,00,3,13.6345233082,29.2045101819123,,89.9498913602897,44.3908554765066,49.3506493506493,4.67272162910596,4.67272162910596,5.84090203638245,0,15.1863452945944,16.8831168831169,1557.78770203014,136342.585122535
